,4-hydroxy-proline,(4-oxoproline),ergothioneine,asparagine,serine,pantothenate,"3',5'-cyclic-AMP",(dehydroalanine),urocanate,glutamate,xanthine,(3-methyladenine),aminoadipic acid,aspartate,(glycero-3-phosphoethanolamine),"(2,3-dihydroxy-3-methylbutanoate)",adenosine,fumarate,glutamine,lactate,monosaccharide (glucose),thymine,biotin,xylitol,(queuine),adenine,inosine,hypoxanthine
rplo 52 (Cyanobacteria),-0.014128495,0.008849156,0.0110061625,0.007865031,0.00089904905,-0.015168902,-0.016192729,0.0061918306,-0.017447686,0.010434611,-0.013675218,-0.015779866,-0.006194015,0.00734143,-0.019547075,-0.009462764,0.0069699334,-0.0064059533,0.009899511,-0.0064412607,-0.0017196431,-0.013658576,0.005802794,-0.007056025,-0.008788762,-0.018254828,0.0145740025,-0.00839645
rplo 53 (Proteobacteria),0.01773011,-0.015213449,-0.019375714,-0.0133165335,-0.014899491,0.014225071,0.017091122,-0.018294888,0.011751048,-0.012035936,0.015146303,0.019600624,0.015345788,-0.018839536,0.0019105129,0.015341818,-0.01821227,0.016503798,-0.013077154,0.003548469,0.0120667955,0.013259415,-0.008508999,0.019619118,-0.0060464595,-0.0034174942,-0.014481928,0.012168627
rplo 54 (Proteobacteria),-0.0023397238,-0.0008920394,-0.0008282207,0.0037866277,0.0072901384,0.0055366075,0.0003418456,0.013126999,0.0018999139,-0.012362087,0.00050200184,-0.002974951,-0.007208624,0.010660836,0.00552262,-0.0023171543,0.0072838976,-0.005053244,-0.01445503,-0.0031352348,0.0028076,-0.0041975393,0.0098686,0.0028607922,0.018251382,0.009608144,-0.0011977197,-0.0059615206
rplo 57 (Proteobacteria),-0.009868153,-0.0017229626,0.007601681,-0.0068871174,-0.002467573,-0.0038152528,0.0008443157,-0.0023106355,-0.004072177,0.001261031,-0.0020248648,-0.010607532,-0.0026908002,0.0017828922,-0.0058321264,0.0033637872,0.0022766746,-0.012019042,0.0020055692,0.0038747387,-0.002491534,-0.0029708422,-0.0068925912,-0.008170957,-0.016403826,-0.015951026,0.0050592315,-0.0066927588
rplo 58 (Proteobacteria),-0.0018985443,-0.0069231307,0.0012749041,-0.009212031,-0.014749705,0.0048985532,0.006660823,-0.01366175,0.008607716,-0.0032363331,0.008310755,0.0032062612,0.00888768,-0.011751108,0.00074849447,0.00804558,-0.0017315659,0.0047689495,0.0014730066,0.008782073,0.003485988,0.008179162,-0.013508724,0.0068082963,-0.005796957,-0.0020049622,-0.008889511,0.0071990644
rplo 59 (Actinobacteria),0.0047992487,-0.0028958311,-0.0070767445,-0.006007716,-0.008127286,-0.0021835796,-0.003744834,-0.00855386,-0.00063508784,-0.0006186928,6.614435e-05,0.0028937045,0.00465024,-0.008029102,-0.009783207,0.0046749716,-0.009924521,0.008240517,-0.0032407602,0.0023110863,-0.0023599567,0.0013869676,-0.0034146477,0.00083581154,-0.008048123,-0.016409809,0.0018752492,0.0010019116
rplo 61 (Proteobacteria),-0.008060132,-0.0014982871,-0.0004914549,-0.006206496,-0.005019941,-0.003803041,-0.0009181746,-0.005212232,-0.0014753253,0.0041617374,-0.0017645365,-0.006208248,-0.0015963546,-0.0009811663,-0.009063583,0.0055873133,-0.0028874436,-0.0054166005,0.0033979875,0.008201755,-0.005223282,0.00025309704,-0.01280736,-0.007627445,-0.024277601,-0.0150758065,0.008754444,-0.0036994356
rplo 62 (Proteobacteria),0.006040101,-0.012429608,-0.009054251,-0.009582813,-0.012541366,0.012260534,0.005354251,-0.0077990806,0.00779078,-0.01867414,0.013680778,0.0029831887,0.0035481174,-0.010298515,-0.010519724,0.014134991,-0.007686053,0.001621662,-0.019319596,0.0111224605,0.010631057,0.010369312,-0.007932444,0.011271357,-0.0024846608,-0.013545913,-0.002443168,0.0075938976
rplo 63 (Actinobacteria),-0.0030050077,0.005552622,0.0023380234,0.0026003823,0.0041944557,-0.006706217,-0.0069544315,0.00059860165,-0.0066130846,0.0006437576,-0.0057451897,-0.005476972,0.0015127468,0.001370769,-0.009427115,-0.005810588,-0.0014149252,0.007926958,0.0053838277,0.0027776097,0.0010478391,-0.0035888392,0.0019599681,0.0018776571,-0.0054785516,-0.015333132,0.013601345,-0.00083373784
rplo 64 (Cyanobacteria),-0.006670611,0.012007913,0.010857048,0.017248752,0.017059619,-0.007560183,-0.0043914863,0.016882326,-0.0059868903,0.007903833,-0.011247389,-0.0054098684,-0.016706424,0.0148436455,0.012910416,-0.013602817,0.018509338,-0.014231085,0.009648958,-0.010733767,-0.017519258,-0.01542769,0.013497421,-0.011430746,0.019152671,0.020448094,-0.0031378928,-0.016359232
rplo 65 (Actinobacteria),0.013025864,-0.013803687,-0.012858996,-0.017629657,-0.008520983,0.01520915,0.014297472,-0.009347668,0.014758889,-0.011540356,0.015950497,0.012400627,0.010255107,-0.009527039,0.0077877585,0.015236076,-0.011164454,0.0022533583,-0.01651261,0.009334628,0.0093728425,0.015518837,-0.01170376,0.00397999,-0.0029720427,0.007796266,-0.013261871,0.010589288
rplo 66 (Bacteroidetes),0.0026969386,0.00632815,0.004490357,-0.0049785534,0.0006122276,-0.007582949,-0.009879403,-0.005480707,-0.0035066197,0.010269856,-0.0012576313,-0.0014096983,0.009097148,-0.0058843996,-0.008608329,-0.002313799,-0.0038739026,0.009021374,0.010740009,0.011157226,0.0012093188,0.0033578833,-0.0062287915,-0.0076364456,-0.006328051,-0.00792402,0.007986552,0.008331733
rplo 67 (Proteobacteria),0.0001758831,-0.00103777,0.0031387357,-0.0042123897,-0.005780739,9.986829e-05,0.0017137034,-0.0061384765,-0.0021684563,-0.0055833403,0.0030214807,-0.0013124183,0.004994857,-0.00402406,-0.011813083,-0.0005476016,-0.0027297132,0.00052642025,0.0016347866,0.0068500293,0.004598867,0.0049955086,-0.009807294,0.003054704,-0.014379318,-0.013444304,0.0035635065,0.0051755733
rplo 68 (Firmicutes),0.008555913,-0.009953802,-0.005252957,-0.0017055669,-0.0022259469,0.011645612,0.014834426,-0.0034641754,0.011539443,-0.0135937175,0.008237463,0.00887948,-0.003690824,-0.005267663,0.018977188,0.0077282432,0.00052103086,-0.0032648335,-0.009937118,-0.007672855,-0.003276973,0.004068008,0.0038895833,0.008702155,0.014669759,0.010310919,-0.017081862,-0.0037378948
rplo 69 (Proteobacteria),0.013689858,-0.0071003824,-0.010457502,-0.0032502827,0.0017794572,0.012173456,0.013814943,-0.00025806148,0.008865594,-0.01682664,0.008960039,0.009946013,0.0039532734,-0.0015368477,0.0067197476,0.0019377839,-0.005964066,0.0014992197,-0.01256119,0.0014720432,0.0061225267,0.0077439994,-0.00037000034,0.010446831,0.0052651744,0.007891085,-0.008925369,0.0055687563
rplo 70 (Proteobacteria),-0.0056049484,-0.003784766,0.0044405903,0.0014488992,-0.010064773,0.0012378878,-0.0018760312,-0.003383731,-0.0006510624,-0.0072087767,0.0022589425,-0.0035990318,-0.0039603873,-0.005234729,-0.006668149,0.003792544,0.006326811,-0.0023081487,-0.003940554,-0.0011379573,0.00020384077,-0.002719782,-0.00010744081,0.0068244324,0.0054931818,-0.007983347,-0.004254243,-0.0039617103
rplo 75 (Acidobacteria),-0.0029038794,0.004831634,0.0068995757,0.008687005,0.014668453,-0.0014653862,-0.00024685453,0.01341385,0.00023946665,-0.0035256306,-0.006142275,-0.0044935667,-0.017177388,0.012508064,0.01682623,-0.006089771,0.012450149,-0.0138121275,-0.0014396065,-0.009128904,-0.01781258,-0.008607159,0.011478263,-0.010855527,0.017557131,0.011258748,-0.0022289539,-0.016987408
rplo 78 (Actinobacteria),-0.012291615,0.020415448,0.013775194,0.009691503,0.011644835,-0.022256926,-0.026618006,0.012369195,-0.023038458,0.022856636,-0.018835371,-0.0149902785,-0.0012497478,0.014183824,-0.02253368,-0.01866845,0.0038453455,0.0015892787,0.01660237,-4.659596e-05,-0.0023982245,-0.013495902,0.0072035515,-0.017853457,-0.009229672,-0.014003958,0.025152877,-0.0024776494
rplo 79 (Actinobacteria),0.010083525,-0.0033277057,-0.010357049,-0.0032962782,-0.002439852,0.006599345,0.0061047645,-0.0061514275,0.005386072,-0.007268327,0.006365772,0.014382091,0.010969634,-0.006849906,0.0053570364,0.0017769787,-0.008378289,0.021010082,-0.0031241106,-0.002635004,0.012607574,0.009899814,-0.0025342354,0.015500676,0.00036409328,0.006231393,-0.002083159,0.010049057
rplo 8 (Acidobacteria),-0.00810975,0.015742943,0.009299734,0.017108377,0.018503135,-0.01477707,-0.01574139,0.018211568,-0.019168533,0.00831672,-0.017354669,-0.009755354,-0.012239575,0.016616313,-0.0058273883,-0.017772611,0.011397909,-0.0015974349,0.008679378,-0.014764461,-0.0050347503,-0.01800263,0.018585969,-0.0068055363,0.007866942,-0.0025560604,0.015949307,-0.014427936
rplo 83 (Acidobacteria),-0.019335048,0.016369425,0.023501346,0.017016705,0.008669601,-0.017682474,-0.01979593,0.015451597,-0.01994303,0.01705333,-0.017200999,-0.020456746,-0.013433188,0.016203081,-0.013112471,-0.017785767,0.017431788,-0.016529206,0.016130473,-0.008413911,-0.008679847,-0.017388705,0.011987618,-0.015755702,0.0034658187,-0.0050922954,0.013094872,-0.010607127
rplo 84 (Proteobacteria),0.013183163,-0.01467202,-0.009277916,-0.019583547,-0.013257197,0.015605057,0.01448409,-0.014618371,0.015431388,-0.012706083,0.019095467,0.012098269,0.014917313,-0.015452969,0.0041598626,0.01611999,-0.010581401,0.0053963196,-0.013388471,0.013733618,0.013841041,0.018404163,-0.015500805,0.008141461,-0.0032156592,0.0040841587,-0.01466774,0.015734859
rplo 85 (Cyanobacteria),-0.021345753,0.020540275,0.022094917,0.025036715,0.017789999,-0.020480622,-0.018690588,0.02110501,-0.024483318,0.017804658,-0.023302503,-0.01911496,-0.019432252,0.021560466,-0.00753332,-0.022941183,0.021847378,-0.012900029,0.020014599,-0.016908184,-0.011853278,-0.024926018,0.018934054,-0.012229476,0.0052843844,-0.00090072217,0.01717919,-0.019759867
rplo 86 (Proteobacteria),-0.005015637,-0.0008198249,0.0025256737,-0.005982286,-0.007364376,-0.0053707,-0.0019481382,-0.008595753,4.819244e-05,0.0055017583,-0.0018438738,-0.004328762,-0.0016840851,-0.005619971,-0.0062600286,0.0041799378,0.00022817323,-0.005493359,0.008455158,0.007193227,-0.01128287,0.0003150015,-0.013775988,-0.009817653,-0.01879483,-0.010570255,0.0022038438,-0.004371416
rplo 87 (Proteobacteria),-0.010365116,0.008422664,0.014280599,0.01418671,0.009307963,-0.01248998,-0.007580288,0.009098193,-0.008846579,0.0116664395,-0.01479811,-0.014394431,-0.018272296,0.009616231,0.0047085,-0.011071754,0.0150615405,-0.020418713,0.018190153,-0.014778774,-0.01945241,-0.012955997,0.009377794,-0.015177266,0.0017269508,0.0024458878,0.0045724823,-0.01625545
rplo 89 (Bacteroidetes),-0.014970668,0.012499702,0.0135029415,0.007522422,0.005445911,-0.015597679,-0.01646021,0.009060237,-0.013688941,0.012531646,-0.014929446,-0.013666229,-0.0046491893,0.010765398,-0.009674955,-0.0138447145,0.011246961,-0.0026568198,0.012816394,-0.003926402,-0.006079591,-0.014014136,0.00544644,-0.010762697,-0.00032203886,-0.0041811895,0.011266256,-0.009133323
rplo 9 (Proteobacteria),-0.012637767,0.012629261,0.019564776,0.01438404,0.01226404,-0.013634325,-0.007866252,0.011904972,-0.013438024,0.010711925,-0.015829982,-0.010185839,-0.014853656,0.013868766,0.008306034,-0.016188964,0.01787208,-0.011899982,0.017027946,-0.019888464,-0.01465097,-0.015149513,0.012890767,-0.01179997,0.0071894755,0.005542413,0.0033671597,-0.017911293
rplo 90 (Proteobacteria),-0.01019184,0.010654021,0.0138705615,0.014009493,0.005977088,-0.009310673,-0.01118132,0.01265874,-0.012940517,0.0062188297,-0.010600261,-0.008225417,-0.0066003203,0.011792299,-0.0049113194,-0.016159873,0.014780598,-0.005006183,0.010315757,-0.013963555,0.0022179515,-0.009899672,0.0101832375,-0.0020357037,0.008430522,0.008892579,0.0045831488,-0.0046760812
rplo 93 (Proteobacteria),-0.007507471,0.00716708,0.0058505386,-0.0020026192,-0.0056355447,-0.013569967,-0.0149198985,-0.0033274677,-0.012177118,0.012094247,-0.008779062,-0.0063990033,0.00399153,-0.00044038706,-0.019834576,-0.0059774662,-0.00073966803,0.0046681333,0.011677547,0.0014483444,-0.0008921993,-0.0036725625,-0.0074065607,-0.00873235,-0.019239986,-0.015332314,0.012096172,8.175064e-05
rplo 94 (unknown),-0.0042150365,0.007874541,0.0055639762,0.010956919,0.016113829,-0.0044902973,-0.004362042,0.012596721,-0.0014903364,0.0027400397,-0.006851917,-0.0073896027,-0.009771831,0.00940117,0.010748818,-0.0069125057,0.010528318,-0.0056970953,0.0041863592,-0.0025940726,-0.007971561,-0.010611189,0.013526393,-0.00469527,0.019554535,0.0077216374,0.0034760393,-0.009522459
rplo 96 (unknown),0.007078748,-0.004296446,-0.009406447,-0.010543588,-0.012427934,0.0052513843,-0.00100214,-0.011540226,0.008792633,-0.002424746,0.008757675,0.010660454,0.018699966,-0.011375192,-0.004419387,0.0045998064,-0.011816999,0.022898523,-0.0018948581,0.009675106,0.015354545,0.015810147,-0.012624589,0.010494212,-0.0055082305,0.0031574115,-0.0003539684,0.020066852
rplo 97 (Firmicutes),0.012142604,-0.014368109,-0.009115678,-0.010057782,-0.010255657,0.01597785,0.017911376,-0.0127312625,0.01583975,-0.016419753,0.015370057,0.014079906,0.0054690302,-0.014175247,0.014688146,0.014646257,-0.006560151,0.006001973,-0.013906287,0.0024113618,0.0028198534,0.010978355,-0.004254987,0.014309954,0.009616111,0.0043295305,-0.019069392,0.004214263
rplo 98 (Actinobacteria),0.021046016,-0.018679392,-0.026156241,-0.015819019,-0.012223581,0.020775886,0.021789301,-0.016802737,0.021522362,-0.018503506,0.019757804,0.021952176,0.01757576,-0.017843708,0.011236018,0.018403843,-0.021405924,0.019202627,-0.018523492,0.0074218255,0.015954413,0.020133102,-0.00995594,0.023017226,-0.001489372,0.004813479,-0.014708999,0.017369686
rplo 99 (Cyanobacteria),-0.005449169,-0.0066054952,-2.220896e-05,-0.0076294825,-0.013677015,0.0014666184,0.0011055985,-0.009293691,0.0012682698,-0.0030097154,0.0046828967,-0.005237716,0.0038387193,-0.008285604,-0.013611015,0.009195828,-0.0026575625,-0.003149558,-0.004321297,0.011254349,0.0031480577,0.0005159897,-0.009394505,0.0034578159,-0.010506966,-0.017483957,-0.0011479028,0.0018880309
